,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Station,Station Latitude,Station Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,0,0,0,0,Airoli,19.1592465,72.998512,Priyanka,19.160195505577885,72.99997681141292,Indian Restaurant
1,1,1,1,1,Airoli,19.1592465,72.998512,canteen,19.16028079592849,72.99873714006726,Food Court
2,2,2,2,2,Airoli,19.1592465,72.998512,airoli platform no 2,19.162382479262,72.9999018547268,Platform
3,3,3,3,3,Airoli,19.1592465,72.998512,Sutherland Global Services,19.16020686405969,73.00297341184836,Office
4,4,4,4,4,Ambarnath,19.0943323,73.3008946,Vangani Railway Station,19.09468347609933,73.30089778449562,Train Station
5,5,5,5,5,Ambarnath,19.0943323,73.3008946,My Idea Store,19.094514,73.29956899999998,Mobile Phone Shop
6,6,6,6,6,Ambarnath,19.0943323,73.3008946,Axis Bank ATM,19.0939077,73.2990155,ATM
7,7,7,7,7,Ambivli,19.267645,73.1718625,ambivli,19.267600283939586,73.17165625490877,Platform
8,8,8,8,8,Ambivli,19.267645,73.1718625,Ambivli Railway Station,19.269566530098718,73.17313122019709,Train Station
9,9,9,9,9,Ambivli,19.267645,73.1718625,vijaya hotel,19.264484405517575,73.17214965820312,Indian Restaurant
10,10,10,10,10,Andheri,19.119697600000002,72.8464205,Merwans Cake shop,19.11930021588548,72.84541776016009,Bakery
11,11,11,11,11,Andheri,19.119697600000002,72.8464205,Narayan Sandwich,19.121397691078766,72.85027035501028,Sandwich Place
12,12,12,12,12,Andheri,19.119697600000002,72.8464205,Cafe Alfa,19.119666991815816,72.84355993227075,Indian Restaurant
13,13,13,13,13,Andheri,19.119697600000002,72.8464205,McDonald's,19.119691210789107,72.84610244862697,Fast Food Restaurant
14,14,14,14,14,Andheri,19.119697600000002,72.8464205,Vaibhav Restaurant,19.11823509883163,72.84799100142833,Indian Restaurant
15,15,15,15,15,Andheri,19.119697600000002,72.8464205,Amar Restaurant,19.118192647665587,72.8452100533989,Restaurant
16,16,16,16,16,Andheri,19.119697600000002,72.8464205,McDonald's,19.118411320142545,72.8480016858093,Fast Food Restaurant
17,17,17,17,17,Andheri,19.119697600000002,72.8464205,Aditi Fast Food,19.11939868405824,72.84594856552151,Food Court
18,18,18,18,18,Andheri,19.119697600000002,72.8464205,Trupti Farsan,19.11891408562937,72.84608126668081,Breakfast Spot
19,19,19,19,19,Andheri,19.119697600000002,72.8464205,A to Z,19.119668972021532,72.8488266415862,Paper / Office Supplies Store
20,20,20,20,20,Asangaon,19.4409122,73.3065183,McDonald's,19.44245,73.30242,Fast Food Restaurant
21,21,21,21,21,Asangaon,19.4409122,73.3065183,Asangaon Railway station,19.440327553783817,73.30790547883407,Train
22,22,22,22,22,Asangaon,19.4409122,73.3065183,KFC,19.442513,73.30235,Fast Food Restaurant
23,23,23,23,23,Asangaon,19.4409122,73.3065183,Foodhub by Vithal Kamat,19.442659321890982,73.30237611863656,Vegetarian / Vegan Restaurant
24,24,24,24,24,Asangaon,19.4409122,73.3065183,Domino's Pizza,19.44255,73.30249,Pizza Place
25,25,25,25,25,Asangaon,19.4409122,73.3065183,Food Hub,19.442646654546703,73.30238585003902,Food Court
26,26,26,26,26,Badlapur,19.1561967,73.2660724,Radhe Govind Building Material Suppliers,19.156854,73.263643,Grocery Store
